id	trait	sex
432	-0.0847853798754304	F
433	4.16420550917193	M
434	-0.221987678598584	F
435	4.71336476397122	M
436	0.933263379826387	F
437	6.02563550962111	M
438	0.278289250252691	F
439	3.09660189934546	M
440	1.10398531702682	F
441	6.09183268040192	M
442	-1.34145299640719	F
443	5.567689889327	M
444	0.905975134693389	F
445	5.13503652919371	M
446	0.101502084627724	F
447	4.90897965807007	M
448	0.152449029055562	F
449	4.85875898645955	M
450	0.0776688213959127	F
451	4.27690601840815	M
452	-0.43832629851673	F
453	6.61745659951547	M
454	-0.242382155848045	F
455	7.97069795920691	M
456	-0.895468890029563	F
457	4.1681241372652	M
458	1.89146139476491	F
459	4.814456143979	M
460	0.542437034242589	F
461	5.21220393416238	M
462	0.770271657895301	F
463	6.68793080555761	M
464	1.41675865117948	F
465	5.17081497788044	M
466	0.908131657447489	F
467	4.45791898685564	M
468	1.76492173321028	F
469	6.55246575972688	M
470	-1.55230995354098	F
471	5.54380078910816	M
472	-3.13583630115115	F
473	3.71145252174796	M
474	-0.0284317819763463	F
475	5.95891352961313	M
476	0.713582283448329	F
477	5.65745838529082	M
478	0.685993898805288	F
479	5.35349624186138	M
480	-0.929148022574673	F
481	4.33103869636397	M
482	0.568705498802601	F
483	5.47808463952811	M
484	0.565365745796055	F
485	6.19761714442885	M
486	0.379371321752325	F
487	4.37499293088083	M
488	-0.00565668532108254	F
489	4.48749511188588	M
490	0.540592810217711	F
491	3.38467878802405	M
492	0.401335646959971	F
493	3.42675792033417	M
494	0.451259084045674	F
495	4.40066481926349	M
496	-0.184120027501678	F
497	7.02433902293889	M
498	-0.703994471836536	F
499	4.17550966719887	M
500	0.385082946124223	F
501	4.11638702437244	M
502	-0.483957925295936	F
503	3.85756412489146	M
504	0.80952141581098	F
505	4.23330811665925	M
506	-1.04774484144165	F
507	5.74469021846808	M
508	0.283078148654396	F
509	4.41658743732247	M
510	0.190164653457783	F
511	4.69783167501032	M
512	0.11085296077048	F
513	4.23799849722096	M
514	0.802477028517434	F
515	6.79042324882641	M
516	-1.4170574526709	F
517	5.29143582968961	M
518	1.54101153920045	F
519	3.33406508716228	M
520	-1.86304699717954	F
521	7.22789748487142	M
522	1.14071611371918	F
523	4.57218775141101	M
524	0.696426720261202	F
525	5.65517548172459	M
526	0.989520814233648	F
527	4.72917102932588	M
528	-0.723159957050371	F
529	7.26616780239516	M
530	-0.524818236936267	F
531	5.29912192935471	M
532	0.880625691425412	F
533	5.79803379510175	M
534	-1.46136940612448	F
535	5.04674649743347	M
536	0.24212846773898	F
537	4.40572960429615	M
538	-0.569504330707741	F
539	2.61026349104877	M
540	-0.0555943438306346	F
541	6.57405154461854	M
542	-0.36677574704469	F
543	6.21329616576633	M
544	0.733309830333619	F
545	6.48807712955023	M
546	-0.0861361140992961	F
547	5.53527044974829	M
548	-1.63250903268337	F
549	4.64310993239352	M
550	0.888462856019333	F
551	6.99809782458119	M
552	1.13731476673017	F
553	6.04799884137687	M
554	1.56666976906482	F
555	4.63799191979845	M
556	0.0354154670282417	F
557	5.98428169293897	M
558	-0.1420152862217	F
559	5.22149868205941	M
560	-0.221264272920595	F
561	7.68564158861186	M
562	0.407998944140607	F
563	6.18425935336956	M
564	-0.675611558542733	F
565	4.42292578080673	M
566	-0.195091034502565	F
567	4.42599756843085	M
568	-1.30684179849089	F
569	5.96438136427976	M
570	0.6474222329976	F
571	5.0562039562119	M
572	0.417185011936077	F
573	5.59812566023157	M
574	1.16029405047472	F
575	7.87984336206011	M
576	0.762880103419236	F
577	7.7533958352166	M
578	2.92803345513992	F
579	5.41705016264093	M
580	-0.485020685645811	F
581	6.1106153671863	M
582	0.547470005926238	F
583	5.19658752517509	M
584	-0.112944990892491	F
585	4.80873987704106	M
586	-2.32379231485238	F
587	4.56819261087324	M
588	-0.714096922577647	F
589	4.17773083395051	M
590	-0.322538430565605	F
591	5.65055011851474	M
592	1.26949927210278	F
593	5.29232082994061	M
594	2.17302834424303	F
595	5.76736738806971	M
596	1.57145650758267	F
597	5.27862027840582	M
598	0.778947795950552	F
599	5.65599122278718	M
600	-0.00462175052633088	F
601	7.19679664093098	M
602	0.246373968242112	F
603	5.35201347477759	M
604	2.58646891634292	F
605	5.99928165145871	M
606	1.00346352271858	F
607	5.26948392371014	M
608	0.578243191414664	F
609	6.28364239076723	M
610	0.492571239377882	F
611	2.5300576183605	M
612	-0.277568812598744	F
613	4.87314667913889	M
614	-1.20202490698054	F
615	5.64349884361154	M
616	-0.828031486704898	F
617	4.29801322248808	M
618	1.06744510478254	F
619	3.41206134085713	M
620	-0.584235853307022	F
621	5.93603133022181	M
622	0.782118813300976	F
623	4.12229018381202	M
624	0.128184924852589	F
625	5.8603271455273	M
626	-1.72069218119212	F
627	7.14443207822709	M
628	1.60663230286013	F
629	4.80913120598561	M
630	0.390700229569063	F
631	4.4751906198738	M
632	-1.27023542930305	F
633	3.7846091558242	M
634	-1.63645191323844	F
635	6.97368586182595	M
636	1.03672232520075	F
637	5.01319488296351	M
638	0.703269702495022	F
639	3.3568185374788	M
640	0.681250651073616	F
641	5.5636116773306	M
642	0.000145191509460157	F
643	5.93650299135214	M
644	-0.499849088111382	F
645	3.25278946115683	M
646	-0.570239665026708	F
647	6.89878635588018	M
648	0.215477609229238	F
649	3.91024515486662	M
650	-0.051873827743416	F
651	7.19213855254549	M
652	0.0906980625878941	F
653	6.28368526495157	M
654	-1.41998547084896	F
655	5.24395778098191	M
656	-0.61466585598936	F
657	3.44115498828209	M
658	-2.27223367172418	F
659	5.32049858781336	M
660	0.568958361229461	F
661	4.15011823880005	M
662	-0.731685050995487	F
663	5.28948941413936	M
664	-1.61005840384971	F
665	4.92561344848331	M
666	-0.0238687987793909	F
667	5.08108716511057	M
668	-0.463087413135097	F
669	5.59318173402851	M
670	1.21606290598254	F
671	5.315382185411	M
672	-0.121967200673868	F
673	6.24159025781086	M
674	-0.232533977493658	F
675	5.08150006777041	M
676	1.04890849076523	F
677	3.21025105794959	M
678	0.778571521056801	F
679	4.19903164632008	M
680	0.0352757758678675	F
681	4.63636844653701	M
682	-0.16185647934825	F
683	4.14175964690866	M
684	-0.0557854476997652	F
685	2.86620020429467	M
686	-1.01620569710983	F
687	3.66304232872506	M
688	-0.461031506083864	F
689	6.17501218639138	M
690	-0.273936756097905	F
691	3.63993988953661	M
692	0.126334932934681	F
693	4.38317546196003	M
694	-1.61425862579416	F
695	5.34945895910164	M
696	0.93376054530904	F
697	3.99342541688002	M
698	1.66918239047405	F
699	5.82521862198638	M
700	0.492729021129616	F
701	3.99188021426743	M
702	-0.421723166291351	F
703	5.74516538229917	M
704	-2.13745718281272	F
705	5.02476931072765	M
706	-2.24238376384766	F
707	3.87022507169878	M
708	1.36732696360679	F
709	6.48164291250711	M
710	-1.0494592501218	F
711	4.99735141618227	M
712	0.552958041965969	F
713	4.08606894866045	M
714	-1.86484757081293	F
715	6.82655445450137	M
716	0.35458247759835	F
717	4.78393397467857	M
718	-0.985612348783516	F
719	5.73194165279705	M
720	1.81283140159787	F
721	3.64840336948792	M
722	0.00365783188977609	F
723	5.60892938934569	M
724	-1.47992329228668	F
725	3.61450634511091	M
726	0.764916478815691	F
727	4.22106483942528	M
728	-1.01950263218524	F
729	4.43059527086339	M
730	-1.85323281381228	F
731	5.29142519941716	M
732	-0.129787812098871	F
733	4.15881678733573	M
734	-0.717044714529666	F
735	3.22574521101915	M
736	-1.10109427954083	F
737	4.11174212294773	M
738	-0.914347090760049	F
739	3.59904940944944	M
740	-0.872199115633	F
741	5.63103814581392	M
742	1.39182940308158	F
743	5.35540021815482	M
744	2.41788982683309	F
745	4.21109172641738	M
746	-0.68210555709454	F
747	3.77489043924408	M
748	-0.0702022329546105	F
749	6.25529839064511	M
750	1.6402153996963	F
751	4.95528984959863	M
752	0.235221265026926	F
753	4.12315742293865	M
754	2.29702545553557	F
755	4.76799552821597	M
756	2.31131084064854	F
757	5.05592144618852	M
758	0.130832639053118	F
759	4.40452157042868	M
760	1.41479247951349	F
761	4.08394768840327	M
762	-0.493382048652633	F
763	4.8713801690445	M
764	0.844463736315335	F
765	4.78585208080865	M
766	1.41584017511231	F
767	7.01533640525911	M
768	0.712518679450337	F
769	5.59588455451653	M
770	-0.189511978040277	F
771	4.42569830458041	M
772	0.459079042146286	F
773	4.19617693659719	M
774	0.956047194679945	F
775	5.49880231515519	M
776	-0.54886490826796	F
777	6.22396707953401	M
778	1.37820176690469	F
779	5.1127559006187	M
780	-0.125214535499996	F
781	6.97103830737388	M
782	0.286144327432281	F
783	3.40439795117029	M
784	1.93986711488444	F
785	3.31389785053738	M
786	-2.24076006794127	F
787	5.35647802942329	M
788	-0.141493858806161	F
789	5.57219385981754	M
790	0.100846666771134	F
791	5.97742441430785	M
792	-0.382709499375051	F
793	5.32692333347798	M
794	1.06603275245397	F
795	7.07911518902424	M
796	-1.43478499888366	F
797	5.38098637233495	M
798	-1.58865339886126	F
799	3.61523125143627	M
800	-1.61097022886215	F
801	4.60098782672756	M
802	0.248160520654389	F
803	5.66724427437238	M
804	2.10730621899417	F
805	5.4204216666769	M
806	1.84544618867716	F
807	4.12566925534796	M
808	-0.789620565852536	F
809	5.25215605032536	M
810	0.167709806277189	F
811	4.61436504670579	M
812	1.49445634720977	F
813	4.14019265350693	M
814	-1.4382872897039	F
815	6.0478320163967	M
816	-0.160847628074633	F
817	7.10731493443276	M
818	1.26087304556138	F
819	4.36257643392253	M
820	1.2280748923541	F
821	4.80262500734808	M
822	-1.89203904235161	F
823	4.79818550723861	M
824	-0.0288148905938257	F
825	4.71205572115216	M
826	0.757770970623104	F
827	4.85168902224607	M
828	0.220908297004221	F
829	4.668158980096	M
830	0.930017456304284	F
831	4.73238414365769	M
832	-2.47484274806352	F
833	2.35702904481489	M
834	0.00629104227855193	F
835	4.28345983271601	M
836	-1.05632812702595	F
837	4.78105371366772	M
838	-1.6039054954029	F
839	3.69424595694912	M
840	-0.0391519714596712	F
841	4.68706657845645	M
842	-0.0056221996449265	F
843	4.91520548392971	M
844	-1.47879673343184	F
845	5.34881282367298	M
846	0.924339005441854	F
847	6.77094788444994	M
848	1.16954102025288	F
849	5.77865092669419	M
850	0.0711873325293677	F
851	4.8903928907334	M
852	-0.185016395740379	F
853	5.67283175684195	M
854	1.641612656528	F
855	5.1660353464812	M
856	-0.349031971829011	F
857	4.71068768475908	M
858	-0.121119489271484	F
859	4.16818041076479	M
860	-0.320261979281554	F
861	3.93645142920878	M
862	0.0526611617948224	F
863	5.92215563062599	M
864	-0.769005494511493	F
865	5.16377107712228	M
866	1.04709125933372	F
867	5.38196566961966	M
868	0.340547014121667	F
869	5.20773225799688	M
870	0.0193070494636338	F
871	4.95547964252307	M
872	1.22943689767511	F
873	5.20607484743158	M
874	0.374013904207863	F
875	5.98308522814224	M
876	-0.460160172249447	F
877	5.96316357818564	M
878	1.01624239666772	F
879	4.38412001864675	M
880	0.809310222219826	F
881	5.1327007528903	M
882	-0.448812739268713	F
883	2.9126444943202	M
884	0.591096627087712	F
885	3.46792345808975	M
886	-0.30873574103926	F
887	4.77048395242146	M
888	-0.699269043643838	F
889	5.20734624503918	M
890	-1.3270080842379	F
891	2.96991137456278	M
892	1.00458438909435	F
893	5.16581891075297	M
894	0.700751389623132	F
895	5.31202540084961	M
896	2.28723520586859	F
897	2.8550841324658	M
898	-0.127576081119335	F
899	4.85255273265332	M
900	-0.544258556639165	F
901	5.73781470023899	M
902	0.0902225101357799	F
903	6.35916112094342	M
904	0.717234672964744	F
905	5.80072072773731	M
906	0.764890301237483	F
907	5.85448994609529	M
908	1.35524038604105	F
909	5.89343504790783	M
910	0.514853813713559	F
911	5.70572127372486	M
912	-1.59610934319078	F
913	2.78859616353681	M
914	-0.338755436800313	F
915	2.65987683891769	M
916	-0.810174438077551	F
917	7.4156373173087	M
918	0.459725451885479	F
919	5.09210654026927	M
920	-1.72642657466676	F
921	2.9794881540579	M
922	-1.46220301846695	F
923	3.3721303533133	M
924	-1.8018528314997	F
925	2.78643726403563	M
926	-1.14105179834875	F
927	4.58865201832536	M
928	-0.509403652333227	F
929	3.28626180038337	M
930	-0.732029835181942	F
931	5.21560581237263	M
932	-1.55238547780033	F
933	5.07037342213561	M
934	-1.14039087734229	F
935	4.75817745164424	M
936	-0.904402993291072	F
937	4.46930936785287	M
938	0.127180038994161	F
939	4.91118516099581	M
940	1.4191681077941	F
941	4.58177976933873	M
942	-0.838475204702242	F
943	4.88559470804374	M
944	-1.11883822550036	F
945	4.94399608173477	M
946	-0.410395282708172	F
947	4.05116314063867	M
948	-0.48265704792338	F
949	6.00873591388268	M
950	-1.33850119384252	F
951	5.57261829504074	M
952	0.692962848649393	F
953	5.48164342650312	M
954	0.42205794051048	F
955	6.93135555450542	M
956	0.0892070841453507	F
957	5.76397082936345	M
958	1.7519419912988	F
959	7.03380140652049	M
960	0.132216195893038	F
961	5.54037555609556	M
962	0.893060642450494	F
963	5.41310819975935	M
964	-1.78423184781421	F
965	7.35170864403668	M
966	0.345003387371013	F
967	3.83556884404493	M
968	0.914618352242724	F
969	3.77993344080993	M
970	0.959903070426611	F
971	6.55070436759875	M
972	2.98178011249474	F
973	5.72927872224955	M
974	1.43372173181453	F
975	4.57960241539966	M
976	-0.344364549935876	F
977	7.23911479685273	M
978	2.58965327089499	F
979	6.69915037367712	M
980	2.11106619513353	F
981	4.01472641652825	M
982	-0.921382613704775	F
983	5.38381658063972	M
984	-1.07093531825436	F
985	5.35951641405547	M
986	-0.0685179375958797	F
987	5.37035275589823	M
988	-0.31373984364742	F
989	5.25060135752219	M
990	1.0223226769913	F
991	5.11954384327095	M
992	1.26515578911277	F
993	6.38183345714959	M
994	-0.367741270821898	F
995	3.27906741851313	M
996	1.11065792021975	F
997	5.47514903382548	M
998	0.61179181941283	F
999	3.44230742268178	M
1000	0.842227831239428	F
1001	6.60939672590394	M
1002	0.0388631287214853	F
1003	5.52643003405427	M
1004	0.833311784822615	F
1005	5.4879910658526	M
1006	0.0207426974207988	F
1007	7.06632982317136	M
1008	0.802127556746096	F
1009	5.32012123578702	M
1010	-0.0182467339505122	F
1011	4.28776432258223	M
1012	-0.869879414377672	F
1013	5.15948153444235	M
1014	0.788028110782705	F
1015	6.22230742551882	M
1016	0.861317574280685	F
1017	5.09875552843728	M
1018	0.387685048752725	F
1019	6.11254047367907	M
1020	1.15161487818251	F
1021	7.61873047775999	M
1022	2.03648594537884	F
1023	4.81710409571994	M
1024	0.634434345625774	F
1025	6.34356735323287	M
1026	-0.575322010756614	F
1027	4.96211502605071	M
1028	-1.10261501451931	F
1029	5.78054522623405	M
1030	0.893008136495869	F
1031	4.10111936178757	M
1032	-0.378061161419608	F
1033	4.63957397332109	M
1034	0.736629341268716	F
1035	5.74463942721423	M
1036	0.586030652634537	F
1037	4.6801841585985	M
1038	0.650833224440262	F
1039	4.78599107924492	M
1040	-0.909726335188661	F
1041	4.22904869419517	M
1042	-0.196179474345684	F
1043	4.45630780032016	M
1044	-0.0030834338116591	F
1045	3.02786262308912	M
1046	0.279774676411449	F
1047	3.07751150559869	M
1048	1.67889688647361	F
1049	4.15790559295522	M
1050	-1.01107049480434	F
1051	3.23812212433464	M
1052	0.122247362952626	F
1053	5.18412026306051	M
1054	-2.22241274909094	F
1055	6.09910932687821	M
1056	-1.45907520918483	F
1057	5.89905407886208	M
1058	0.200868573244912	F
1059	5.45653470988243	M
1060	-0.634554711368972	F
1061	4.74158545180703	M
1062	0.223736771610176	F
1063	7.17627967195757	M
1064	0.632022177263907	F
1065	5.92790631833626	M
1066	0.25865197121629	F
1067	6.01133214126968	M
1068	-0.539828036603604	F
1069	5.75614649699332	M
1070	2.32575816414878	F
1071	5.73336310734774	M
1072	-0.409965695659671	F
1073	5.4715738401686	M
1074	-0.47381572413689	F
1075	5.8214558170453	M
1076	1.63128275467496	F
1077	5.58251769990912	M
1078	2.50311086114772	F
1079	5.96013842119695	M
1080	-0.81987130225613	F
1081	4.40468303313336	M
1082	-0.194725601920856	F
1083	5.10502710277131	M
1084	0.665475942575549	F
1085	4.42740465352098	M
1086	0.892375427337348	F
1087	3.96566254905803	M
1088	-2.98523591107696	F
1089	5.95248616628948	M
1090	-0.403669838044808	F
1091	3.88146652827323	M
1092	2.04013510094433	F
1093	6.52851554282428	M
1094	1.31715445713712	F
1095	4.92203487849673	M
1096	1.77219223932207	F
1097	5.66452265264374	M
1098	0.588349338602551	F
1099	4.33353589561613	M
1100	2.85183127212588	F
1101	3.18470665411365	M
1102	-1.23647814178797	F
1103	4.26271946991989	M
1104	0.995651888253332	F
1105	3.13938913083311	M
1106	-1.8433417361575	F
1107	3.51443199788194	M
1108	-1.26649996382666	F
1109	6.55650029558348	M
1110	-0.599676648292924	F
1111	2.60168911625325	M
1112	-3.28460955892604	F
1113	5.8141695425358	M
1114	-0.0462727777736975	F
1115	4.32660081541763	M
1116	-1.0052094320511	F
1117	5.52965291536061	M
1118	-1.06166260312996	F
1119	4.71180981551638	M
1120	-0.0720857140308018	F
1121	4.73077490123667	M
1122	0.0572944367486029	F
1123	5.00153899966805	M
1124	-0.0100010463358848	F
1125	4.89963316105124	M
1126	-0.896639006908409	F
1127	3.48015525146419	M
1128	1.21141773219497	F
1129	5.54854303719008	M
1130	-0.0857443151190921	F
1131	4.59048946066103	M
1132	3.0132908313791	F
1133	6.21350722010731	M
1134	1.02720116597126	F
1135	6.48525867533453	M
1136	0.747147963545789	F
1137	4.40524910831404	M
1138	0.22027021189954	F
1139	3.35633391981865	M
1140	-0.549125091660223	F
1141	6.84116811686702	M
1142	2.12728906070321	F
1143	7.07147014449361	M
1144	1.3773573584533	F
1145	6.69390422771474	M
1146	1.78954666875522	F
1147	5.95388241103567	M
1148	0.289273153937388	F
1149	5.0844376756413	M
1150	-0.866643570364871	F
1151	4.8323612148993	M
1152	-0.300258132453694	F
1153	5.77267374719108	M
1154	-1.76580339816924	F
1155	1.25160820689663	M
1156	-0.0398001064352726	F
1157	4.97358428747767	M
1158	-1.65997103474778	F
1159	5.04814266478818	M
1160	-0.636858998828722	F
1161	4.35266855418219	M
1162	-0.79251245134617	F
1163	4.7033966027751	M
1164	1.36094845370388	F
1165	5.02464627892003	M
1166	0.660812824343978	F
1167	4.56825081907783	M
1168	-0.85281683263538	F
1169	4.36330829332551	M
1170	1.12539929503356	F
1171	3.71373108787941	M
1172	-0.434873412052508	F
1173	5.87693188345151	M
1174	0.791331329514378	F
1175	6.50932785813211	M
1176	0.39272544641054	F
1177	5.55377887431899	M
1178	-1.16387498363755	F
1179	4.85526617831928	M
1180	-0.772981241790716	F
1181	5.09988843480425	M
1182	-1.76219210263892	F
1183	4.03728379560323	M
1184	-1.26006371610036	F
1185	5.52331103058994	M
1186	-1.4338203670877	F
1187	5.80447846863657	M
1188	0.203483042046198	F
1189	3.75126204745526	M
1190	-1.32258366678029	F
1191	4.60411005319905	M
1192	0.490728750824654	F
1193	5.9106796427512	M
1194	1.17964874974611	F
1195	3.92226534157184	M
1196	0.349801629971653	F
1197	6.82521881979299	M
1198	0.353176925348067	F
1199	4.94454984727861	M
1200	-0.140111666954063	F
1201	5.72451123190373	M
1202	-1.1761181833687	F
1203	6.89387735607747	M
1204	0.182738140337729	F
1205	5.24268866236184	M
1206	1.16716268589039	F
1207	5.84038364081199	M
1208	-0.327372591653542	F
1209	4.38394673731867	M
1210	-0.384309051101365	F
1211	5.85382894531169	M
1212	-0.11052529115546	F
1213	6.08825005713152	M
1214	1.22486115072505	F
1215	5.69617434337613	M
1216	-1.16046976491803	F
